league_name,level_category_points,league_points_f13
bdhl,70.04545455,1400
beast-14u,61.77272727,1000
beast-15u,65.90909091,1200
beast-16u,70.04545455,1400
beast-18u,78.31818182,2000
calhl,70.04545455,1400
cbhl-14u-a,53.5,600
cbhl-14u-aa,49.36363636,500
cbhl-16u-a,53.5,600
cbhl-16u-aa,57.63636364,800
cbhl-18u-a,61.77272727,1000
ccyhl,53.5,600
cehl-jr,70.04545455,1400
cenhl,70.04545455,1400
cha-jr.-c,70.04545455,1400
csdhl-14u,57.63636364,800
csdhl-15u,61.77272727,1000
csdhl-16u,65.90909091,1200
csdhl-16up,65.90909091,1200
csdhl-18u,74.18181818,1700
e9hl-u14,61.77272727,1000
e9hl-u16,70.04545455,1400
ecel-15u,61.77272727,1000
ecel-16u,65.90909091,1200
ecel-18u,65.90909091,1200
ehf-15u-elite,65.90909091,1200
ehf-16u,65.90909091,1200
ehf-16u-elite,70.04545455,1400
ehf-18u,74.18181818,1700
ehf-18u-elite,78.31818182,2000
ehl,70.04545455,1400
ehlp,78.31818182,2000
ejepl-14u,53.5,600
ejepl-15u,57.63636364,800
ejepl-16u,61.77272727,1000
ejepl-18u,70.04545455,1400
ep-cup-series-14u,61.77272727,1000
ep-cup-series-15o,65.90909091,1200
ep-cup-series-16u,70.04545455,1400
ep-cup-series-18u,78.31818182,2000
ep-premium-14u,57.63636364,800
ep-premium-16u,65.90909091,1200
ephl-us,74.18181818,1700
eshl,74.18181818,1700
fphl,90.72727273,3100
glhl,74.18181818,1700
gljhl,74.18181818,1700
hphl-co,70.04545455,1400
hvhl,70.04545455,1400
ijhl,70.04545455,1400
independent-pro,74.18181818,1700
interstate-hl,70.04545455,1400
jpl-club,70.04545455,1400
jpl-pro,70.04545455,1400
maha-14u,57.63636364,800
maha-15u,61.77272727,1000
mahl,70.04545455,1400
mawhl-w,57.63636364,800
mdhl,70.04545455,1400
mihl,70.04545455,1400
mnbel-14u,57.63636364,800
mnbel-15u,61.77272727,1000
mnhp,70.04545455,1400
mnhp-13o,49.36363636,500
mnhp-14u,53.5,600
mnhp-14u-ii,49.36363636,500
mnhp-14u-ii-w,49.36363636,500
mnhp-14u-w,53.5,600
mnhp-15o,57.63636364,800
mnhp-16u,61.77272727,1000
mnhp-16u-ii,57.63636364,800
mnhp-18u,70.04545455,1400
mountainhl,70.04545455,1400
mshl-16u,65.90909091,1200
mshl-18u,74.18181818,1700
mvhl-14u,57.63636364,800
na3ahl,70.04545455,1400
na3hl,65.90909091,1200
nahl,82.45454545,2400
naphl-14u,57.63636364,800
naphl-15u,61.77272727,1000
naphl-16u,65.90909091,1200
naphl-18u,74.18181818,1700
nat1hl-14u,61.77272727,1000
nat1hl-15u,65.90909091,1200
nat1hl-18u,78.31818182,2000
ncaa,86.59090909,2800
ncaa-iii,78.31818182,2000
ncaa-iii-w,78.31818182,2000
ncaa-w,86.59090909,2800
nefphl-19u,78.31818182,2000
nefphl-selects,16.27272727,0
neghl-w,57.63636364,800
nehl,70.04545455,1400
nepack-15u,65.90909091,1200
nephl,57.63636364,800
nephl-16u,65.90909091,1200
nephl-18u,74.18181818,1700
nghl-14u-aa-w,57.63636364,800
nghl-14u-w,57.63636364,800
nghl-16u-w,65.90909091,1200
nghl-19u-w,78.31818182,2000
njcaa,70.04545455,1400
njphl-16u,65.90909091,1200
njphl-18u,74.18181818,1700
njyhl-14u,57.63636364,800
njyhl-16u,65.90909091,1200
njyhl-18u,74.18181818,1700
ntdp,8.0,0
pel,16.27272727,0
ppp,16.27272727,0
ppshl,74.18181818,1700
rmjhl-us,74.18181818,1700
senior,74.18181818,1700
sescl-14u,57.63636364,800
sescl-16u,65.90909091,1200
sescl-18u,74.18181818,1700
sfhl-14u-aa,57.63636364,800
sfhl-16u-a,61.77272727,1000
sfhl-16u-aa,65.90909091,1200
sfhl-18u-aa,74.18181818,1700
sphl,90.72727273,3100
squirt,16.27272727,0
swyhl,16.27272727,0
t1ebhl-w,61.77272727,1000
t1ehl-13u,57.63636364,800
t1ehl-14u,61.77272727,1000
t1ehl-15u,65.90909091,1200
t1ehl-16u,70.04545455,1400
t1ehl-16u-w,70.04545455,1400
t1ehl-18u,78.31818182,2000
t1ehl-19u-w,82.45454545,2400
t1ehl-w,70.04545455,1400
thf-13u,57.63636364,800
thf-14u,61.77272727,1000
thf-15u,65.90909091,1200
thf-16u,70.04545455,1400
thf-18u,78.31818182,2000
ujhl,16.27272727,0
umhsehl,16.27272727,0
umhsehl-w,16.27272727,0
unionhl,74.18181818,1700
usa-16-17-w,12.13636364,??
usa-s15,12.13636364,??
usa-s15-w,12.13636364,??
usa-s16,12.13636364,??
usa-s17,12.13636364,??
usa-s18-w,12.13636364,??
ushl,90.72727273,3100
ushs,78.31818182,2000
ushs-ak,74.18181818,1700
ushs-az,74.18181818,1700
ushs-ca,74.18181818,1700
ushs-co,74.18181818,1700
ushs-ct,74.18181818,1700
ushs-de,74.18181818,1700
ushs-fl,74.18181818,1700
ushs-ga,74.18181818,1700
ushs-ia,74.18181818,1700
ushs-id,74.18181818,1700
ushs-il,82.45454545,2400
ushs-in,74.18181818,1700
ushs-ky,74.18181818,1700
ushs-ma,82.45454545,2400
ushs-md,74.18181818,1700
ushs-me,74.18181818,1700
ushs-mi,82.45454545,2400
ushs-mn,82.45454545,2400
ushs-mn-w,82.45454545,2400
ushs-mo,74.18181818,1700
ushs-mt,74.18181818,1700
ushs-nd,74.18181818,1700
ushs-ne,74.18181818,1700
ushs-nh,74.18181818,1700
ushs-nj,78.31818182,2000
ushs-nm,74.18181818,1700
ushs-ny,82.45454545,2400
ushs-oh,78.31818182,2000
ushs-pa,78.31818182,2000
ushs-prep,82.45454545,2400
ushs-ri,74.18181818,1700
ushs-sc,74.18181818,1700
ushs-sd,74.18181818,1700
ushs-tn,74.18181818,1700
ushs-tx,74.18181818,1700
ushs-ut,74.18181818,1700
ushs-va,74.18181818,1700
ushs-vt,74.18181818,1700
ushs-w,78.31818182,2000
ushs-wi,78.31818182,2000
ushs-wv,74.18181818,1700
ushs-wy,74.18181818,1700
usp3hl,70.04545455,1400
usphl-15u,65.90909091,1200
usphl-16uf,70.04545455,1400
usphl-18u,78.31818182,2000
ussed,70.04545455,1400
ut1hl-14u,57.63636364,800
ut1hl-15u,61.77272727,1000
uwhl-w,74.18181818,1700
wsi-u17,74.18181818,1700
uhsl,65.90909091,1200
ukraine,70.04545455,1400
ukraine-u16,61.77272727,1000
ukraine-w,70.04545455,1400
pwhpa-w,16.27272727,0
